name,date,public,country
New Year's Day,2019-01-01,True,GG
March Equinox,2019-03-20,False,GG
Mother's Day,2019-03-31,False,GG
Good Friday,2019-04-19,True,GG
Easter,2019-04-21,False,GG
Easter Monday,2019-04-22,True,GG
Early May Bank Holiday,2019-05-06,True,GG
Liberation Day,2019-05-09,True,GG
Spring Bank Holiday,2019-05-27,True,GG
Father's Day,2019-06-16,False,GG
June Solstice,2019-06-21,False,GG
Summer Bank Holiday,2019-08-26,True,GG
September Equinox,2019-09-23,False,GG
December Solstice,2019-12-22,False,GG
Christmas Eve,2019-12-24,False,GG
Christmas Day,2019-12-25,True,GG
Boxing Day,2019-12-26,True,GG
New Year's Eve,2019-12-31,False,GG
New Year's Day,2019-01-01,True,GN
World Wildlife Day,2019-03-03,False,GN
March Equinox,2019-03-20,False,GN
Good Friday,2019-04-19,False,GN
Easter,2019-04-21,False,GN
Easter Monday,2019-04-22,True,GN
Labor Day,2019-05-01,True,GN
Festival of Breaking the Fast,2019-06-04,True,GN
June Solstice,2019-06-21,False,GN
International Asteroid Day,2019-06-30,False,GN
Nelson Mandela International Day,2019-07-18,False,GN
Feast of the Sacrifice,2019-08-11,True,GN
Assumption of Mary,2019-08-15,True,GN
September Equinox,2019-09-23,False,GN
Independence Day,2019-10-02,True,GN
All Saints' Day,2019-11-01,True,GN
Birth of the Prophet,2019-11-09,True,GN
December Solstice,2019-12-22,False,GN
Christmas Eve,2019-12-24,False,GN
Christmas Day,2019-12-25,True,GN
New Year's Eve,2019-12-31,False,GN
New Year's Day,2019-01-01,True,GW
World Wildlife Day,2019-03-03,False,GW
International Women's Day,2019-03-08,True,GW
March Equinox,2019-03-20,False,GW
Labor Day,2019-05-01,True,GW
Festival of Breaking the Fast,2019-06-04,True,GW
June Solstice,2019-06-21,False,GW
International Asteroid Day,2019-06-30,False,GW
Nelson Mandela International Day,2019-07-18,False,GW
Anniversary of the Killing of Pidjiguoiti,2019-08-03,True,GW
Feast of the Sacrifice,2019-08-11,True,GW
September Equinox,2019-09-23,False,GW
National Day,2019-09-24,True,GW
Anniversary of the Movement of Readjustment,2019-11-14,True,GW
December Solstice,2019-12-22,False,GW
Christmas Eve,2019-12-24,False,GW
Christmas Day,2019-12-25,True,GW
New Year's Eve,2019-12-31,False,GW
New Year's Day,2019-01-01,True,GY
Republic Day,2019-02-23,True,GY
World Wildlife Day,2019-03-03,False,GY
March Equinox,2019-03-20,False,GY
Festival of Colors,2019-03-21,True,GY
Good Friday,2019-04-19,True,GY
Easter,2019-04-21,False,GY
Easter Monday,2019-04-22,True,GY
Labor Day,2019-05-01,True,GY
Arrival Day,2019-05-05,True,GY
Independence Day,2019-05-26,True,GY
June Solstice,2019-06-21,False,GY
International Asteroid Day,2019-06-30,False,GY
CARICOM Day,2019-07-01,True,GY
Nelson Mandela International Day,2019-07-18,False,GY
Emancipation Day,2019-08-01,True,GY
Feast of the Sacrifice,2019-08-11,True,GY
September Equinox,2019-09-23,False,GY
Festival of Lights,2019-10-27,True,GY
Birth of the Prophet,2019-11-09,True,GY
December Solstice,2019-12-22,False,GY
Christmas Eve,2019-12-24,False,GY
Christmas Day,2019-12-25,True,GY
Boxing Day,2019-12-26,True,GY
New Year's Eve,2019-12-31,False,GY
Independence Day,2019-01-01,True,HT
New Year's Day,2019-01-01,True,HT
Ancestry Day,2019-01-02,True,HT
Epiphany,2019-01-06,True,HT
World Wildlife Day,2019-03-03,False,HT
Shrove Tuesday,2019-03-05,True,HT
Ash Wednesday,2019-03-06,True,HT
March Equinox,2019-03-20,False,HT
Maundy Thursday,2019-04-18,True,HT
Good Friday,2019-04-19,True,HT
Easter,2019-04-21,True,HT
Labor and Agriculture Day,2019-05-01,True,HT
Flag and Universities Day,2019-05-18,True,HT
Mother's Day,2019-05-26,False,HT
Feast of the Ascension of Jesus Christ,2019-05-30,True,HT
Feast of Corpus Christi,2019-06-20,True,HT
June Solstice,2019-06-21,False,HT
Father's Day,2019-06-30,False,HT
International Asteroid Day,2019-06-30,False,HT
Nelson Mandela International Day,2019-07-18,False,HT
Assumption of Mary,2019-08-15,True,HT
September Equinox,2019-09-23,False,HT
Dessalines Day,2019-10-17,True,HT
All Saints' Day,2019-11-01,True,HT
All Souls' Day,2019-11-02,True,HT
Battle of Vertières Day,2019-11-18,True,HT
Discovery Day,2019-12-05,True,HT
December Solstice,2019-12-22,False,HT
Christmas Eve,2019-12-24,False,HT
Christmas Day,2019-12-25,True,HT
New Year's Eve,2019-12-31,False,HT
New Year's Day,2019-01-01,True,HM
Australia Day,2019-01-26,True,HM
Royal Hobart Regatta,2019-02-11,False,HM
Adelaide Cup,2019-03-11,False,HM
Canberra Day,2019-03-11,False,HM
March Equinox,2019-03-20,False,HM
Good Friday,2019-04-19,True,HM
Holy Saturday,2019-04-20,False,HM
Easter,2019-04-21,True,HM
Easter Monday,2019-04-22,True,HM
Easter Tuesday,2019-04-23,False,HM
ANZAC Day,2019-04-25,True,HM
Mother's Day,2019-05-12,False,HM
Western Australia Day,2019-06-03,False,HM
Queen's Birthday,2019-06-10,False,HM
June Solstice,2019-06-21,False,HM
Picnic Day,2019-08-05,False,HM
Father's Day,2019-09-01,False,HM
September Equinox,2019-09-23,False,HM
Family & Community Day,2019-10-07,False,HM
Labor Day,2019-10-07,False,HM
Recreation Day,2019-11-04,False,HM
Melbourne Cup,2019-11-05,False,HM
December Solstice,2019-12-22,False,HM
Christmas Eve,2019-12-24,False,HM
Christmas Day,2019-12-25,True,HM
Boxing Day,2019-12-26,True,HM
Proclamation Day,2019-12-26,True,HM
New Year's Eve,2019-12-31,True,HM
New Year's Day,2019-01-01,False,VA
"Solemnity of Mary, Mother of God",2019-01-01,True,VA
Epiphany,2019-01-06,True,VA
Anniversary of the Foundation of Vatican City,2019-02-11,True,VA
Anniversary of the Election of Pope Francis,2019-03-13,True,VA
Saint Joseph's Day,2019-03-19,True,VA
March Equinox,2019-03-20,False,VA
Easter,2019-04-21,False,VA
Easter Monday,2019-04-22,True,VA
Saint George's Day,2019-04-23,True,VA
Saint Joseph the Worker,2019-05-01,True,VA
June Solstice,2019-06-21,False,VA
Feast of Saints Peter and Paul,2019-06-29,True,VA
Assumption of Mary,2019-08-15,True,VA
Nativity of the Blessed Virgin Mary,2019-09-08,True,VA
September Equinox,2019-09-23,False,VA
All Saints' Day,2019-11-01,True,VA
Feast of the Immaculate Conception,2019-12-08,True,VA
December Solstice,2019-12-22,False,VA
Christmas Eve,2019-12-24,False,VA
Christmas Day,2019-12-25,False,VA
Saint Stephen's Day,2019-12-26,False,VA
New Year's Eve,2019-12-31,False,VA
New Year's Day,2019-01-01,True,HN
Our Lady of Suyapa,2019-02-03,True,HN
World Wildlife Day,2019-03-03,False,HN
Father's Day,2019-03-19,False,HN
March Equinox,2019-03-20,False,HN
America Day,2019-04-14,True,HN
Maundy Thursday,2019-04-18,True,HN
Good Friday,2019-04-19,True,HN
Holy Saturday,2019-04-20,True,HN
Easter,2019-04-21,True,HN
Labor Day,2019-05-01,True,HN
Mother's Day,2019-05-12,False,HN
June Solstice,2019-06-21,False,HN
International Asteroid Day,2019-06-30,False,HN
Nelson Mandela International Day,2019-07-18,False,HN
Independence Day,2019-09-15,True,HN
September Equinox,2019-09-23,False,HN
Morazan's Day,2019-10-03,True,HN
Columbus Day,2019-10-12,True,HN
Army Day,2019-10-21,True,HN
December Solstice,2019-12-22,False,HN
Christmas Eve,2019-12-24,False,HN
Christmas Day,2019-12-25,True,HN
New Year's Eve,2019-12-31,False,HN
New Year's Day,2019-01-01,True,HK
Lunar New Year's Day,2019-02-05,True,HK
Second Day of the Lunar New Year,2019-02-06,True,HK
Third Day of the Lunar New Year,2019-02-07,True,HK
March Equinox,2019-03-20,False,HK
Ching Ming Festival,2019-04-05,True,HK
Good Friday,2019-04-19,True,HK
Holy Saturday,2019-04-20,True,HK
Easter,2019-04-21,False,HK
Easter Monday,2019-04-22,True,HK
Labor Day,2019-05-01,True,HK
Buddha's Birthday,2019-05-12,True,HK
Mother's Day,2019-05-12,False,HK
Dragon Boat Festival,2019-06-07,True,HK
Father's Day,2019-06-16,False,HK
June Solstice,2019-06-21,False,HK
Hong Kong Special Administrative Region Establishment Day,2019-07-01,True,HK
Day after Mid-Autumn Festival,2019-09-14,True,HK
September Equinox,2019-09-23,False,HK
National Day of the People's Republic of China,2019-10-01,True,HK
Chung Yeung Festival,2019-10-07,True,HK
December Solstice,2019-12-22,False,HK
Christmas Eve,2019-12-24,False,HK
Christmas Day,2019-12-25,True,HK
Boxing Day,2019-12-26,True,HK
New Year's Eve,2019-12-31,False,HK
New Year's Day,2019-01-01,True,HU
World Wildlife Day,2019-03-03,False,HU
1848 Revolution Memorial Day,2019-03-15,True,HU
March Equinox,2019-03-20,False,HU
Good Friday,2019-04-19,True,HU
Easter,2019-04-21,True,HU
Easter Monday,2019-04-22,True,HU
Labor Day,2019-05-01,True,HU
Mother's Day,2019-05-05,False,HU
Pentecost,2019-06-09,False,HU
Pentecost Monday,2019-06-10,True,HU
Father's Day,2019-06-16,False,HU
June Solstice,2019-06-21,False,HU
International Asteroid Day,2019-06-30,False,HU
Nelson Mandela International Day,2019-07-18,False,HU
Hungary National Day,2019-08-20,True,HU
September Equinox,2019-09-23,False,HU
1956 Revolution Memorial Day,2019-10-23,True,HU
All Saints' Day,2019-11-01,True,HU
Saint Nicholas' Day,2019-12-06,False,HU
December Solstice,2019-12-22,False,HU
Christmas Eve,2019-12-24,False,HU
Christmas Day,2019-12-25,True,HU
Boxing Day,2019-12-26,True,HU
New Year's Eve,2019-12-31,False,HU
New Year's Day,2019-01-01,True,IS
World Wildlife Day,2019-03-03,False,IS
March Equinox,2019-03-20,False,IS
First Day of Summer,2019-04-18,True,IS
Maundy Thursday,2019-04-18,True,IS
Good Friday,2019-04-19,True,IS
Easter,2019-04-21,False,IS
Easter Monday,2019-04-22,True,IS
Labor Day,2019-05-01,True,IS
Mother's Day,2019-05-12,False,IS
Feast of the Ascension of Jesus Christ,2019-05-30,True,IS
Pentecost,2019-06-09,False,IS
Pentecost Monday,2019-06-10,True,IS
Icelandic National Day,2019-06-17,True,IS
June Solstice,2019-06-21,False,IS
International Asteroid Day,2019-06-30,False,IS
Nelson Mandela International Day,2019-07-18,False,IS
Commerce Day,2019-08-05,True,IS
September Equinox,2019-09-23,False,IS
Father's Day,2019-11-10,False,IS
December Solstice,2019-12-22,False,IS
Christmas Eve,2019-12-24,True,IS
Christmas Day,2019-12-25,True,IS
Saint Stephen's Day,2019-12-26,True,IS
New Year's Eve,2019-12-31,True,IS
New Year's Day,2019-01-01,False,IN
Guru Govind Singh Jayanti,2019-01-13,True,IN
Lohri,2019-01-13,True,IN
Makar Sankranti,2019-01-14,False,IN
Pongal,2019-01-15,False,IN
Republic Day,2019-01-26,True,IN
Chinese New Year's Day,2019-02-05,False,IN
Vasant Panchami,2019-02-10,False,IN
Valentine's Day,2019-02-14,False,IN
Guru Ravidas Jayanti,2019-02-19,False,IN
Shivaji Jayanti,2019-02-19,False,IN
Maharishi Dayanand Saraswati Jayanti,2019-03-01,False,IN
World Wildlife Day,2019-03-03,False,IN
Maha Shivaratri,2019-03-04,True,IN
Holika Dahana,2019-03-20,False,IN
March Equinox,2019-03-20,False,IN
Festival of Colors,2019-03-21,False,IN
Hazarat Ali's Birthday,2019-03-21,False,IN
Chaitra Sukhladi,2019-04-06,False,IN
Rama Navami,2019-04-13,False,IN
Ambedkar Jayanti,2019-04-14,False,IN
Mesadi / Vaisakhadi,2019-04-14,False,IN
Vaisakhi,2019-04-14,False,IN
Mahavir Jayanti,2019-04-17,True,IN
Maundy Thursday,2019-04-18,False,IN
Good Friday,2019-04-19,True,IN
Passover,2019-04-20,False,IN
Easter,2019-04-21,False,IN
Labor Day,2019-05-01,True,IN
Ravindranath's Birthday,2019-05-07,False,IN
Mother's Day,2019-05-12,False,IN
Buddha Purnima,2019-05-18,True,IN
Jamat Ul-Vida,2019-05-31,False,IN
Festival of Breaking the Fast,2019-06-04,True,IN
Father's Day,2019-06-16,False,IN
June Solstice,2019-06-21,False,IN
International Asteroid Day,2019-06-30,False,IN
Rath Yatra,2019-07-04,False,IN
Guru Purnima,2019-07-16,False,IN
Nelson Mandela International Day,2019-07-18,False,IN
Friendship Day,2019-08-04,False,IN
Feast of the Sacrifice,2019-08-11,True,IN
Independence Day,2019-08-15,True,IN
Raksha Bandhan,2019-08-15,False,IN
Parsi New Year's Day,2019-08-17,False,IN
Janmashtami (Smarta),2019-08-23,False,IN
Janmashtami,2019-08-24,True,IN
Ganesh Chaturthi / Vinayaka Chaturthi,2019-09-02,False,IN
Muharram,2019-09-09,True,IN
Onam,2019-09-11,False,IN
September Equinox,2019-09-23,False,IN
Mahatma Gandhi Jayanti,2019-10-02,True,IN
Maha Saptami,2019-10-05,False,IN
Maha Ashtami,2019-10-06,False,IN
Maha Navami,2019-10-07,False,IN
Dussehra,2019-10-08,True,IN
Maharishi Valmiki Jayanti,2019-10-13,False,IN
Karva Chauth,2019-10-17,False,IN
Diwali,2019-10-27,True,IN
Naraka Chaturdasi,2019-10-27,False,IN
Govardhan Puja,2019-10-28,False,IN
Bhai Duj,2019-10-29,False,IN
Halloween,2019-10-31,False,IN
Birth of the Prophet,2019-11-09,True,IN
Guru Nanak Jayanti,2019-11-12,True,IN
Guru Tegh Bahadur's Martyrdom Day,2019-11-24,False,IN
December Solstice,2019-12-22,False,IN
Hanukkah,2019-12-23,False,IN
Christmas Eve,2019-12-24,False,IN
Second Day of Hanukkah,2019-12-24,False,IN
Christmas Day,2019-12-25,True,IN
Third Day of Hanukkah,2019-12-25,False,IN
Fourth Day of Hanukkah,2019-12-26,False,IN
Fifth Day of Hanukkah,2019-12-27,False,IN
Sixth Day of Hanukkah,2019-12-28,False,IN
Seventh Day of Hanukkah,2019-12-29,False,IN
Eighth Day of Hanukkah,2019-12-30,False,IN
New Year's Eve,2019-12-31,False,IN
New Year's Day,2019-01-01,True,ID
Ministry of Religious Affairs Day,2019-01-03,False,ID
Ocean Duty Day,2019-01-15,False,ID
Lunar New Year's Day,2019-02-05,True,ID
Lantern Festival,2019-02-19,False,ID
World Wildlife Day,2019-03-03,False,ID
Maha Shivaratri,2019-03-04,False,ID
Day of Silence,2019-03-07,True,ID
March Equinox,2019-03-20,False,ID
Festival of Colors,2019-03-21,False,ID
Muhammad's Ascension to Heaven,2019-04-02,True,ID
National Fisherman Day,2019-04-06,False,ID
Air Force Day,2019-04-09,False,ID
Good Friday,2019-04-19,True,ID
Easter,2019-04-21,False,ID
Kartini Day,2019-04-21,False,ID
Earth Day,2019-04-22,False,ID
Labor Day,2019-05-01,True,ID
National Education Day,2019-05-02,False,ID
Day of the Military Police of the Indonesian National Armed Forces,2019-05-11,False,ID
Buddha's Birthday,2019-05-12,True,ID
National Awakening Day,2019-05-20,False,ID
National Elderly Day,2019-05-29,False,ID
Feast of the Ascension of Jesus Christ,2019-05-30,True,ID
Pancasila Day,2019-06-01,True,ID
Festival of Breaking the Fast,2019-06-04,True,ID
Second Day of the Festival of Breaking the Fast,2019-06-05,True,ID
June Solstice,2019-06-21,False,ID
National Family Day,2019-06-29,False,ID
International Asteroid Day,2019-06-30,False,ID
Nelson Mandela International Day,2019-07-18,False,ID
Attorney Day,2019-07-22,False,ID
National Children Day,2019-07-23,False,ID
National Technology Uprising Day,2019-08-10,False,ID
National Veterans Day,2019-08-10,False,ID
Feast of the Sacrifice,2019-08-11,True,ID
Indonesian Scout Movement Day,2019-08-14,False,ID
Raksha Bandhan,2019-08-15,False,ID
Independence Day,2019-08-17,True,ID
Janmashtami,2019-08-24,False,ID
Television Day,2019-08-24,False,ID
Islamic New Year's Day,2019-08-31,True,ID
Ganesh Chaturthi,2019-09-02,False,ID
Radio Republik Indonesia Day,2019-09-11,False,ID
National Maritime Day,2019-09-23,False,ID
September Equinox,2019-09-23,False,ID
National Peasants' Day,2019-09-24,False,ID
Post and Telecommunications' Service Day,2019-09-27,False,ID
Railway Day,2019-09-28,False,ID
National Day of Pancasila Sanctity and September 30th Movement Memorial Day,2019-10-01,False,ID
National Batik Day,2019-10-02,False,ID
Indonesian National Armed Forces Day,2019-10-05,False,ID
Dussehra,2019-10-08,False,ID
National Santri Day,2019-10-22,False,ID
Festival of Lights,2019-10-27,False,ID
Youth Pledge Day,2019-10-28,False,ID
Indonesian Finance Day,2019-10-30,False,ID
Birth of the Prophet,2019-11-09,True,ID
Heroes' Day,2019-11-10,False,ID
Father's Day,2019-11-12,False,ID
National Health Day,2019-11-12,False,ID
Mobile Brigade Day,2019-11-14,False,ID
World Diabetes Day,2019-11-14,False,ID
Indonesian Marine Corps Birthday,2019-11-15,False,ID
Teachers' Day,2019-11-25,False,ID
Anniversary of the Employees' Corps of the Republic of Indonesia,2019-11-29,False,ID
Nusantara Day,2019-12-13,False,ID
Indonesian Army Day,2019-12-15,False,ID
December Solstice,2019-12-22,False,ID
Mother's Day,2019-12-22,False,ID
Christmas Eve,2019-12-24,False,ID
Christmas Day,2019-12-25,True,ID
New Year's Eve,2019-12-31,False,ID
New Year's Day,2019-01-01,False,IR
Anniversary of the Islamic Revolution,2019-02-11,True,IR
World Wildlife Day,2019-03-03,False,IR
Father's Day,2019-03-19,False,IR
March Equinox,2019-03-20,False,IR
Nationalization of the Iranian Oil Industry,2019-03-20,True,IR
Iranian New Year's Day,2019-03-21,True,IR
Islamic Republic Day,2019-04-01,True,IR
Nature's Day,2019-04-02,True,IR
Mother's Day,2019-05-11,False,IR
Death of Khomeini,2019-06-04,True,IR
Revolt of Khordad,2019-06-05,True,IR
June Solstice,2019-06-21,False,IR
International Asteroid Day,2019-06-30,False,IR
Nelson Mandela International Day,2019-07-18,False,IR
September Equinox,2019-09-23,False,IR
December Solstice,2019-12-22,False,IR
New Year's Eve,2019-12-31,False,IR
New Year's Day,2019-01-01,True,IQ
Armed Forces Day,2019-01-06,True,IQ
World Wildlife Day,2019-03-03,False,IQ
Father's Day,2019-03-19,False,IQ
March Equinox,2019-03-20,False,IQ
Iranian New Year's Day,2019-03-21,True,IQ
Mother's Day,2019-03-21,False,IQ
Liberation Day,2019-04-09,False,IQ
Labor Day,2019-05-01,True,IQ
Festival of Breaking the Fast,2019-06-04,True,IQ
Second Day of the Festival of Breaking the Fast,2019-06-05,True,IQ
Third Day of the Festival of Breaking the Fast,2019-06-06,True,IQ
June Solstice,2019-06-21,False,IQ
International Asteroid Day,2019-06-30,False,IQ
Republic Day,2019-07-14,True,IQ
Nelson Mandela International Day,2019-07-18,False,IQ
Feast of the Sacrifice,2019-08-11,True,IQ
Second Day of the Feast of the Sacrifice,2019-08-12,True,IQ
Third Day of the Feast of the Sacrifice,2019-08-13,True,IQ
Fourth Day of the Feast of the Sacrifice,2019-08-14,True,IQ
Islamic New Year's Day,2019-08-31,True,IQ
Ashura,2019-09-09,True,IQ
September Equinox,2019-09-23,False,IQ
Independence Day,2019-10-03,True,IQ
Birth of the Prophet,2019-11-09,True,IQ
Victory Day,2019-12-10,True,IQ
December Solstice,2019-12-22,False,IQ
Christmas Eve,2019-12-24,False,IQ
Christmas Day,2019-12-25,True,IQ
New Year's Eve,2019-12-31,False,IQ
New Year's Day,2019-01-01,True,IE
World Wildlife Day,2019-03-03,False,IE
Saint Patrick's Day,2019-03-17,True,IE
March Equinox,2019-03-20,False,IE
Mother's Day,2019-03-31,False,IE
Good Friday,2019-04-19,False,IE
Easter,2019-04-21,False,IE
Easter Monday,2019-04-22,True,IE
The First Monday in May,2019-05-06,True,IE
June Holiday,2019-06-03,True,IE
Father's Day,2019-06-16,False,IE
June Solstice,2019-06-21,False,IE
International Asteroid Day,2019-06-30,False,IE
Nelson Mandela International Day,2019-07-18,False,IE
August Holiday,2019-08-05,True,IE
September Equinox,2019-09-23,False,IE
October Holiday,2019-10-28,True,IE
December Solstice,2019-12-22,False,IE
Christmas Eve,2019-12-24,False,IE
Christmas Day,2019-12-25,True,IE
Saint Stephen's Day,2019-12-26,True,IE
New Year's Eve,2019-12-31,False,IE
New Year's Day,2019-01-01,True,IM
March Equinox,2019-03-20,False,IM
Mother's Day,2019-03-31,False,IM
Good Friday,2019-04-19,True,IM
Easter,2019-04-21,False,IM
Easter Monday,2019-04-22,True,IM
Labor Day,2019-05-06,True,IM
Spring Bank Holiday,2019-05-27,True,IM
Senior Race Day,2019-06-14,True,IM
Father's Day,2019-06-16,False,IM
June Solstice,2019-06-21,False,IM
Tynwald Day,2019-07-05,True,IM
Late Summer Bank Holiday,2019-08-26,True,IM
September Equinox,2019-09-23,False,IM
December Solstice,2019-12-22,False,IM
Christmas Eve,2019-12-24,False,IM
Christmas Day,2019-12-25,True,IM
Boxing Day,2019-12-26,True,IM
New Year's Eve,2019-12-31,False,IM
World Wildlife Day,2019-03-03,False,IL
Erev Purim,2019-03-20,False,IL
March Equinox,2019-03-20,False,IL
Purim (Tel Aviv),2019-03-21,False,IL
Election Day,2019-04-09,True,IL
Erev Pesach,2019-04-19,False,IL
Pesach,2019-04-20,True,IL
Second Day of Pesach,2019-04-21,False,IL
